	genotypesgApc_names	genotypesgApc_logfoldchanges	genotypesgApc_pvals_adj	genotypesgApc_percent_expressed	genotypesgLkb1_names	genotypesgLkb1_logfoldchanges	genotypesgLkb1_pvals_adj	genotypesgLkb1_percent_expressed	genotypesgNT_names	genotypesgNT_logfoldchanges	genotypesgNT_pvals_adj	genotypesgNT_percent_expressed
1076	Chchd3	0.07616454	0.5213298696671923	0.30963856	Zdhhc20	0.8519433	4.665686275627408e-72	0.591838	Iqgap1	-0.05764466	0.1685257707990493	0.57126826
1077	Pyroxd1	0.17163563	0.5218418488040549	0.06987952	Map7d1	0.8328879	5.623574220972882e-72	0.6138644	Ccnd3	-0.085384384	0.16736908365135103	0.2731014
1078	Mettl1	0.13783658	0.5219351479224247	0.10361446	Fbxo32	1.2302262	4.138078602101002e-72	0.3327215	Siva1	-0.08205514	0.1658527867964232	0.30041152
1079	Rps5	0.023237972	0.5224936030100542	0.9951807	Hsd17b7	1.5015272	3.4843216234277787e-72	0.22460842	Gcn1l1	-0.13502215	0.16572927715886568	0.121212125
1080	Pgam1	0.04903043	0.5227281423567003	0.6686747	Gdpd1	1.2207118	7.323106256807916e-72	0.33051884	Fam132a	-0.14371035	0.16553889657077744	0.104377106
1081	Nudt22	0.13833235	0.5229167596517803	0.10843374	Ptbp1	0.7399083	1.9015819389047165e-71	0.7116373	Aqr	-0.13561009	0.16527749126520072	0.11859334
1082	Mid1ip1	0.095909216	0.5230544881898829	0.20963855	Akap12	2.0633256	1.9052710357210728e-72	0.14855604	Gm20498	-0.20529883	0.16514377424336057	0.05050505
1083	Atf1	0.09080508	0.5231175439995649	0.2313253	Khdrbs1	0.77061844	1.7506383021215335e-71	0.6500245	Pdcd2	-0.10730086	0.16482435684510244	0.18630752
1084	Gnl3	0.08172275	0.5233482541672341	0.27710843	Ythdf3	1.0330794	1.5356732117357602e-71	0.4490333	Myo9b	-0.18648268	0.16478479876463084	0.062476616
1085	Crcp	0.12230127	0.5240476411538063	0.1313253	Cd82	0.87688303	2.9644822847425833e-71	0.61049926	Xrcc6	-0.15382399	0.1647139816768423	0.09427609
1086	Utp3	0.075066455	0.5242165503450668	0.31686747	Aldoa	0.43425426	5.397690038825648e-71	0.99412626	Trim33	-0.13915549	0.16150088198381143	0.11148522
1087	Hibadh	0.0697755	0.5264683082260159	0.36385542	Arg2	1.5616806	8.881073171403318e-72	0.2199584	Plekha6	-0.1767165	0.16094122149137574	0.07145529
1088	Acsl5	0.071802065	0.5285340163488108	0.3421687	Actr3	0.59145737	5.583229110955632e-71	0.8880935	Impa2	-0.17564414	0.15947521616588906	0.07519641
1089	Mier2	0.15559572	0.5297349682803718	0.07951807	Osbpl3	1.1511903	2.6421462663575075e-71	0.37475526	Gnpat	-0.14793588	0.15942618444533888	0.10400299
1090	Ero1l	0.08413548	0.5302876542068147	0.26746988	Cpsf6	0.8914973	5.278908320697163e-71	0.5399535	Enc1	-0.17447564	0.158466907703627	0.07070707
1091	Slc41a1	0.1641915	0.5317706714360892	0.071084335	Slc28a3	2.0106955	8.393258417635654e-72	0.14959618	Naa60	-0.19629773	0.15635133430063133	0.062476616
1092	Znrd1	0.1026688	0.5335304399498523	0.17710844	Bbs2	2.097612	1.2945425180154994e-71	0.13699217	Lmtk2	-0.18370248	0.15461890761568625	0.069210626
1093	Atp1b3	0.06360644	0.5337938959857812	0.4120482	2700094K13Rik	0.675843	9.435503778138118e-71	0.7720264	Smyd2	-0.10711063	0.15446574451695108	0.19304153
1094	Lsg1	0.10472814	0.5355862410432581	0.16867469	Homer2	1.2475942	3.036979119658115e-71	0.29344103	Timp3	-0.11593029	0.15344161409158252	0.18069585
1095	Cdc42bpa	0.12852772	0.5355862410432581	0.11325301	Rp2	1.3876896	3.3109780228821153e-71	0.25697502	Wdr4	-0.1903235	0.15322205293974545	0.066591844
1096	Gps1	0.07779623	0.5355862410432581	0.28554216	Urod	1.0365623	7.934307722641895e-71	0.42266276	Rhno1	-0.12630732	0.152805494735238	0.14440703
1097	Ywhah	0.046591185	0.5358929533440708	0.6987952	Casd1	1.5430228	3.2220379793386414e-71	0.20276554	Hmgcl	-0.16575631	0.15235949704069257	0.08754209
1098	Acap2	0.13436678	0.5358929533440708	0.10361446	Atp6ap2	0.82776976	1.2306393444493499e-70	0.60187227	2310022B05Rik	-0.1777235	0.15174897270655704	0.077441074
1099	Vps16	0.15920088	0.53850958296121	0.077108435	Pink1	1.0995747	9.511873439376068e-71	0.39060205	Mlec	-0.087072045	0.1513417959137426	0.28843996
1100	Ampd2	0.16793327	0.5391021488395222	0.0686747	Commd1	0.8574549	1.740323832540335e-70	0.5545766	Cpd	-0.12498302	0.15102675417835726	0.15525627
1101	Egln3	0.11179443	0.5405575882197262	0.1493976	Actr2	0.71747303	2.511244928649683e-70	0.7428414	Ruvbl2	-0.096556194	0.15055608223079162	0.23980546
1102	Orai1	0.073292844	0.5406552357571189	0.31686747	Tnpo1	1.0435576	1.4819644309569923e-70	0.42615026	Comt	-0.076383606	0.14961181449128735	0.38047138
1103	Tfrc	0.122779585	0.5406727272895537	0.119277105	Hmbs	0.97155064	1.6719880190753014e-70	0.45478463	Kat6a	-0.16876733	0.14890660686934698	0.08043397
1104	Casp2	0.14651994	0.5413800307116546	0.09277108	Sys1	0.71459806	3.6715847754301427e-70	0.7345203	Wbscr16	-0.17434023	0.14587801484724003	0.08080808
1105	Clcn4	0.12753147	0.5427743630140911	0.11445783	Thoc7	0.7439332	3.448082990562413e-70	0.68820363	Pyurf	-0.13332383	0.14531637743530573	0.13879536
1106	Mbnl1	0.069236495	0.5431724569338289	0.33975902	Nkiras2	1.1522714	1.9351402283403244e-70	0.36594468	Cyb5r1	-0.151724	0.1452593695865609	0.11036289
1107	Slc12a9	0.17606701	0.5431724569338289	0.060240965	Rfwd2	1.0574197	2.1700126771828676e-70	0.40400147	Slc4a11	-0.15761583	0.14281510366961925	0.08754209
1108	Sdhaf3	0.14748311	0.5456990092287586	0.08554217	Ndufa1	0.69799525	5.0570343454113186e-70	0.7669481	Spryd7	-0.18609697	0.14227300747027316	0.075570524
1109	Eml4	0.10475962	0.5458596189093494	0.16024096	Nasp	0.97840035	2.6715152799988674e-70	0.45515174	Ube2i	-0.05737031	0.14121611791083205	0.61354285
1110	Camsap2	0.12516831	0.5458596189093494	0.11445783	Srsf5	0.67431456	5.933710915365708e-70	0.78921926	Mpv17	-0.12809725	0.1408059727226387	0.14702581
1111	Zfp579	0.142548	0.5464059732102734	0.09277108	Rb1cc1	1.1827676	2.818687489415641e-70	0.3330886	Dr1	-0.13714369	0.14053396598031986	0.13280958
1112	Lactb	0.12177211	0.5469920840276719	0.11686747	Fam171a2	1.7726649	1.1508561675378651e-70	0.16164954	Cotl1	-0.07869482	0.1394213987553142	0.3677516
1113	Tbcel	0.1496914	0.5489470478576083	0.08674699	Atg101	0.7734856	7.492076978134073e-70	0.6727851	Ext1	-0.15270267	0.1389250801719346	0.10624766
1114	Ndufaf4	0.105141446	0.5495334705415703	0.15180723	Arhgap42	1.4196385	2.573837334611795e-70	0.2444934	Fez2	-0.12975648	0.13796150275269092	0.14852226
1115	Cpq	0.13783184	0.55200805426615	0.09277108	Srrm1	0.63763916	1.0876066647540287e-69	0.8311919	Usp36	-0.16960584	0.13787659599829524	0.089038536
1116	Tmem245	0.12011526	0.55200805426615	0.12289157	Vps4b	0.817232	8.542437675198867e-70	0.621023	Siah2	-0.13619046	0.1372232912544684	0.13131313
1117	Npy	0.10933231	0.5537927165823613	0.19156626	Asah1	0.69568795	1.2971886532553993e-69	0.7681718	Ddx47	-0.09857588	0.1368195907244945	0.24130191
1118	Smad5	0.10923452	0.5538511883424245	0.13975903	Ppa1	0.7086579	1.0701171014701098e-69	0.70282674	Gtpbp6	-0.13919353	0.13656086122454508	0.13019079
1119	Trmt10a	0.13841629	0.5538511883424245	0.09638554	Impad1	1.053535	6.786245338957408e-70	0.40773374	Enoph1	-0.15788761	0.13490932296726732	0.10213243
1120	Cuta	0.05622556	0.5547922819390356	0.45903614	Tmem141	1.2081336	5.714844437363231e-70	0.333884	Napa	-0.07143651	0.1345653694454459	0.44332212
1121	Timm10b	0.05912371	0.5560148814938535	0.426506	Tor1aip2	0.72207963	1.2564010006190593e-69	0.7172051	Slc30a4	-0.14529529	0.13309856819105953	0.120089784
1122	Mxra8	0.11905246	0.5578050817907458	0.11566265	Clic1	0.41559765	2.9595823688356607e-69	0.9968184	Pcnxl3	-0.1840011	0.13267826075771058	0.07444818
1123	Zfp24	0.13993962	0.561652355261358	0.08674699	Taldo1	0.6736536	1.7938432361637649e-69	0.7732501	Nomo1	-0.15418522	0.13228361881352915	0.10362888
1124	Kif1c	0.094056584	0.5635280924646277	0.18192771	Prdx2	0.5171132	2.850504435574615e-69	0.9577215	Clcn2	-0.19930193	0.13219811262382275	0.06359895
1125	Msrb1	0.06420039	0.5667926480007942	0.35903615	Sdhb	0.6361809	2.4426001831859627e-69	0.8176089	3110082I17Rik	-0.192163	0.12975790507641866	0.07220352
1126	Micu1	0.09143571	0.5671582440146227	0.18433735	Tmx1	0.9038774	1.6129987870724428e-69	0.52594227	Dpf2	-0.11744918	0.12948551632422364	0.18742986
1127	Snx3	0.04477563	0.5676988323974048	0.6313253	0610010F05Rik	1.5077354	4.703179928634899e-70	0.2057024	Ankib1	-0.21743016	0.12937156376277692	0.056864947
1128	Irak1	0.09938958	0.5680186661760662	0.15903614	Ola1	0.79002273	1.7267794681901694e-69	0.6096427	Fam63a	-0.11859215	0.12922129966137258	0.18069585
1129	Nab2	0.109424196	0.5683102371015256	0.13012049	Tcf12	0.9995417	1.238574638570044e-69	0.4478708	Ptp4a1	-0.061336376	0.1281819764004595	0.61690986
1130	Kat6b	0.15598045	0.5685370525240323	0.06626506	Lrrfip1	0.6541488	2.574383885778907e-69	0.8407367	Nagk	-0.1377308	0.12810695038145295	0.1365507
1131	Kctd3	0.12592274	0.5692481528274804	0.10361446	Apoa1bp	0.6997116	3.1771671840951536e-69	0.7485316	Mpp6	-0.099468604	0.12554336044413164	0.2476618
1132	Mkrn2	0.12169841	0.5696796527476352	0.10722891	Magoh	0.68946695	3.4276307863976236e-69	0.74669605	Gnb2l1	-0.042189915	0.12526154871165307	0.90385336
1133	Twf2	0.12205408	0.5712804211665905	0.104819275	Epha2	0.7441322	3.0532062931074755e-69	0.70662016	Fam136a	-0.10855242	0.12474326243075202	0.21773289
1134	Ppp1r11	0.053596973	0.5712804211665905	0.47831327	Hnrnpr	0.8329101	3.730243180745732e-69	0.58467937	Cchcr1	-0.19882569	0.12328998443277453	0.0684624
1135	Fgfr1op2	0.06328057	0.5712880639086235	0.36385542	Glod4	1.2096314	3.2460138527156754e-69	0.32109642	Parg	-0.17655936	0.12277871835719768	0.08417509
1136	Vps11	0.14450164	0.5725721922605173	0.0746988	Ifngr2	0.84609795	7.592748774716164e-69	0.585536	Rgmb	-0.16489562	0.12192955214498714	0.10587355
1137	Tmem129	0.15454572	0.5725721922605173	0.06626506	Idnk	1.0681366	5.754739522488288e-69	0.4010646	Psmg3	-0.1297116	0.12126748403146545	0.16086794
1138	Gse1	0.11183867	0.5738035450615812	0.124096386	Ppl	1.3068324	5.52322667182304e-69	0.30035487	Fam195a	-0.15300345	0.1189731725286796	0.11784512
1139	Smtn	0.15491761	0.5758418634148861	0.06626506	Setd3	0.89476055	1.1277414731942598e-68	0.5360377	Otud4	-0.16600366	0.11753823401440973	0.10063599
1140	Arglu1	0.06130569	0.5760799899035404	0.3698795	Fam177a	0.70739394	1.5291535358836785e-68	0.7373348	Ybx3	-0.095985144	0.11753823401440973	0.2802095
1141	Mecp2	0.12014838	0.5760799899035404	0.10843374	Tnik	1.5699576	4.267871940976872e-69	0.21445179	Wipf2	-0.16478653	0.11689514076821603	0.10288066
1142	Amotl2	0.1196311	0.5773506872341109	0.104819275	Birc5	1.1439338	6.10503789140394e-69	0.336209	Pip5k1a	-0.09459123	0.11682528962860828	0.29704452
1143	Csnk1e	0.06200703	0.5806432871359116	0.3626506	Ccnl1	0.62647456	3.0438190703970657e-68	0.8728585	Fkbp2	-0.07412989	0.11609919948313531	0.4534231
1144	P4ha1	0.088989556	0.5808357833410311	0.19397591	Sgpl1	1.2533594	1.056974423939191e-68	0.30200684	Tor2a	-0.12566078	0.11569217168737675	0.17283951
1145	Nutf2	0.05875126	0.5808714440867531	0.38433734	Cxcl2	0.9829456	9.95368800856846e-69	0.582232	Shmt1	-0.15525305	0.11424094126492602	0.11447811
1146	Eprs	0.058253802	0.582380466984174	0.38795182	Smagp	0.84872204	2.3049084097448816e-68	0.613069	Tyw1	-0.17480734	0.11423798527106356	0.09502432
1147	Hyal2	0.101957574	0.5842814897242957	0.14216867	Rab38	1.2166774	1.2870679303019702e-68	0.31112334	Slc39a14	-0.206457	0.11381348264984041	0.06434718
1148	P2rx4	0.078097485	0.5865983460637293	0.22650602	Zmat2	0.8430414	3.054113861312574e-68	0.57550174	Cox19	-0.117381975	0.11371343759103289	0.19902731
1149	Mettl3	0.1591632	0.5866611855474035	0.061445784	Uqcrq	0.5172423	7.250776312178685e-68	0.9646965	Mcm5	-0.20876725	0.11201760474517927	0.063224845
1150	Cggbp1	0.05105252	0.5881694298987193	0.48795182	Uqcrh	0.45382223	1.0615342074647104e-67	0.9845203	Flywch1	-0.2035484	0.11185513635115783	0.06995885
1151	Chic2	0.039110657	0.5921686971719751	0.73373497	Gnai2	0.55991066	8.367709839788143e-68	0.91672784	Cherp	-0.19114324	0.11075021666887058	0.081556305
1152	Ttc14	0.09152383	0.5925450971842425	0.16385542	Ak2	0.82411087	4.527479521252349e-68	0.55781937	Rad18	-0.22313768	0.11054624862943024	0.057239056
1153	Tagap1	0.11772191	0.5925450971842425	0.10361446	Mat2b	0.8059236	5.843433052214063e-68	0.6135585	Cd47	-0.08506541	0.10867382850908208	0.35241303
1154	Naa25	0.11994722	0.5942593944796919	0.097590365	Tmed1	1.0115967	4.717118085794435e-68	0.4185022	Xab2	-0.18727982	0.10860654123707328	0.08230453
1155	Acox1	0.09977861	0.5965714500987752	0.13855422	Dlat	1.0326309	6.010535956190213e-68	0.41507587	Mms19	-0.18894823	0.10797163885098063	0.08080808
1156	Cacul1	0.090911694	0.6048232467322269	0.15903614	Mplkip	1.020959	6.895323244423274e-68	0.42455947	Ppp1r15b	-0.12697363	0.10557136074485682	0.17882529
1157	Igf2bp3	0.11988701	0.6055921971796928	0.09638554	Col27a1	1.3415451	4.196964234201011e-68	0.27575868	Dnajc13	-0.20806958	0.10509570205370886	0.06995885
1158	Gnl1	0.07882825	0.6055921971796928	0.20361446	Itfg1	1.0497783	7.428338874684912e-68	0.4082844	Plce1	-0.22352582	0.10498519720813235	0.053497944
1159	Iffo2	0.08679432	0.6084335227934807	0.16867469	Hmgcll1	1.2719252	6.460944817247146e-68	0.30427068	Gfm1	-0.15934545	0.10470372710453058	0.11896745
1160	Ap5s1	0.15183534	0.6108084635297538	0.059036143	Rps6kb1	0.88937867	1.1066728086745119e-67	0.5097895	Zdhhc5	-0.17375097	0.10411508615623312	0.09315376
1161	Anxa3	0.030732084	0.610989877625675	0.89277107	Txndc17	0.5521542	2.579954201625153e-67	0.90724427	D5Ertd579e	-0.15888043	0.10289382409141255	0.11821923
1162	Cdkn2d	0.13591893	0.6113054337963654	0.0746988	Emc4	0.77804506	1.7292516631936317e-67	0.639256	Ptp4a3	-0.14057384	0.1026954342827909	0.14627759
1163	Nadk	0.05944377	0.6115025345879038	0.32409638	Gm9774	0.68546706	2.5927682859040506e-67	0.7554454	Tatdn2	-0.17874938	0.10169285541320763	0.09203143
1164	Hsd17b14	0.107245594	0.6121369616983245	0.11325301	Ik	0.8700323	1.9683700468368237e-67	0.5380568	Vcpkmt	-0.18027918	0.09991241294453919	0.0976431
1165	Plekha7	0.13070415	0.6122698149840367	0.07349397	Eif4e3	1.9331825	2.908674377241086e-68	0.11655653	Vat1	-0.11200986	0.09952262574368713	0.23007856
1166	3110082I17Rik	0.13089772	0.6151074722053503	0.07349397	Stt3a	0.7886479	3.214760054159657e-67	0.62273616	Stk35	-0.22338769	0.09892861219831925	0.059483726
1167	Kctd13	0.12257322	0.6151109843345408	0.084337346	1700017B05Rik	1.0902021	3.1312676086477113e-67	0.39341655	Sec24c	-0.16067615	0.09870614299844824	0.121212125
1168	Esrp2	0.12517045	0.6158570293701002	0.08072289	Eif4e2	0.68768716	6.387426324359652e-67	0.73959863	Clcc1	-0.16889533	0.09845414450213157	0.10737
1169	Mthfsl	0.07452773	0.6160486280926776	0.213253	Srek1ip1	0.9169995	4.967273686734232e-67	0.5052007	Pkd2	-0.22325969	0.09818652355303392	0.062102508
1170	Tmem256	0.039606716	0.6199962236421127	0.6240964	Hmgn1	0.5278371	9.502802115941379e-67	0.9465859	Dbf4	-0.15700918	0.09758627873843066	0.11859334
1171	Ntm	0.12382397	0.6201546713269211	0.078313254	Ndufa11	0.5569931	1.1022323751136302e-66	0.90718305	Tma16	-0.1664446	0.09591464385951898	0.115226336
1172	Krit1	0.07054662	0.6205950866493399	0.23734939	Scyl2	1.1265997	6.367544206601529e-67	0.3705947	Gca	-0.23135519	0.09527712658036047	0.057613168
1173	Peo1	0.1354939	0.621737553592369	0.0686747	Bst2	1.1106766	3.532545867499879e-67	0.3303353	Ick	-0.16729431	0.0943544608521692	0.11560045
1174	Rbm26	0.07889083	0.623656601702984	0.19397591	Arl6ip1	0.6866467	1.2868475996248617e-66	0.7622981	Man2a2	-0.23549023	0.0928973390665469	0.059857838
1175	Abhd14a	0.12237393	0.6246111560515542	0.084337346	Trappc4	0.7527159	1.1952256670773208e-66	0.65540874	Casc4	-0.18347353	0.09272959049787576	0.09277965
1176	Hmg20b	0.053219784	0.6246392577857011	0.38072288	Anapc16	0.8028017	1.1630831986767653e-66	0.5874939	Dap3	-0.09633396	0.09272959049787576	0.3194912
1177	Orc2	0.11283024	0.6262882647767993	0.09518072	Kdf1	1.2665111	7.834437859413881e-67	0.30665687	Lsr	-0.07080932	0.09245095249557916	0.5634119
1178	Jagn1	0.06485809	0.6274763956860415	0.2614458	Acat2	1.1437546	9.322277127128173e-67	0.34293932	Atg7	-0.19655831	0.09162256498844575	0.08342686
1179	Rnf41	0.11221515	0.6279583153820802	0.0939759	Rgs2	1.0054647	8.296083412371026e-67	0.43410426	Tmem40	-0.21615274	0.09153462735511786	0.06397306
1180	Il18r1	0.08853625	0.6292511212003762	0.14698794	Sec61b	0.48854226	3.962180710359335e-66	0.9639011	Birc6	-0.11718245	0.09142464067992608	0.22745979
1181	Rpl7l1	0.054449365	0.6307613113586438	0.35903615	Hexim1	1.0922343	1.356500787927054e-66	0.3702276	Cox7a2l	-0.057483077	0.08975343614037332	0.75757575
1182	Cdk19	0.09322379	0.6329228415871333	0.1313253	Paip1	0.9293749	2.1316390563850612e-66	0.49455458	Rmnd5a	-0.1625461	0.08918474656828436	0.1238309
1183	Col8a1	0.1096136	0.633300284556048	0.09277108	Chchd7	0.89673114	3.487435563183999e-66	0.51847774	Gm12184	-0.23343071	0.08918474656828436	0.061354283
1184	Elp5	0.07129184	0.6336416229096116	0.21204819	Fbxo31	1.1241068	3.1821347209695135e-66	0.32819384	Pwp1	-0.20220174	0.08918474656828436	0.07968575
1185	Ube2z	0.06995051	0.634278027278128	0.22289157	Ergic3	0.57327163	1.05050174920622e-65	0.8821586	Nmt1	-0.108324975	0.08900759565899034	0.26150393
1186	Crebrf	0.09988467	0.6347896232343804	0.10963856	mt-Nd3	0.8874462	5.544950196767523e-66	0.48286834	Net1	-0.12400752	0.08841529264101286	0.19827908
1187	Arfrp1	0.073077634	0.6354485017122424	0.20120482	Mdh2	0.51301664	1.3539499272494748e-65	0.9375306	Gsn	-0.10331178	0.08825856961963015	0.28582117
1188	Bcar1	0.10423756	0.6358312546753085	0.10722891	Top1	0.62402755	1.5808898951807424e-65	0.83235437	Trim8	-0.10817866	0.08749085881973892	0.2671156
1189	Itgb1bp1	0.09011812	0.636291917400895	0.1373494	Cox7b	0.5206555	2.6973652466202066e-65	0.94040626	Slc35c2	-0.20160796	0.08721124010749952	0.084549196
1190	Asxl1	0.11150785	0.6377136331012238	0.09638554	Ecscr	1.0155828	8.666029667427262e-66	0.39702642	Slc19a1	-0.21697812	0.0867366337352399	0.07220352
1191	Adm	0.115694515	0.6379701781551996	0.08915663	Srpr	0.7814902	1.8107914083811131e-65	0.63466716	Rpl22	-0.04660176	0.08558827401139865	0.90722036
1192	Dhrs7b	0.07138641	0.6387847371125469	0.20120482	Arhgdia	0.5963437	2.8082856321487933e-65	0.8533407	Rnf41	-0.19491217	0.08558827401139865	0.089412645
1193	Tnk1	0.10465393	0.6399870086332275	0.104819275	Dyrk3	1.1367342	1.017609993448874e-65	0.3327215	Irak4	-0.23940267	0.08518259057238312	0.056490835
1194	Sema7a	0.09927583	0.6424665902167502	0.10963856	Zfp131	0.9586941	1.249115500216516e-65	0.44254774	Zfyve21	-0.15766285	0.08465481788011622	0.12944257
1195	Polr2b	0.1002525	0.6424665902167502	0.10722891	Tmed4	0.8296925	1.908571830770475e-65	0.57586884	Aida	-0.14657389	0.08426313884990076	0.15375982
1196	Dnajc13	0.116232835	0.6426121244483962	0.07951807	2510002D24Rik	0.94284433	1.482279281518288e-65	0.45943466	Odf2l	-0.19201958	0.08332292617008923	0.09053498
1197	Frmd4a	0.11049704	0.6426121244483962	0.090361446	Fem1c	1.257239	9.399170888149017e-66	0.27759424	Rbm4	-0.2170735	0.08330723483809872	0.07182941
1198	Ndufa6	0.029864326	0.6445887919220212	0.7963855	Dmkn	0.9935083	1.5821536044816808e-65	0.38381058	Znrf2	-0.18304287	0.082279758032793	0.10662177
1199	Zbtb22	0.11678497	0.6459127259349248	0.078313254	Rbm7	0.98181075	2.475580468634154e-65	0.4331865	Kbtbd2	-0.15923637	0.0817054616665021	0.1335578
1200	Nipal1	0.063634485	0.6466725335746119	0.25662652	Ggta1	1.9012513	6.175236079177632e-66	0.12628488	Kmt2b	-0.19684856	0.08133109632212343	0.084549196
1201	Hdac5	0.11841308	0.6474865996509357	0.078313254	Snap23	0.8558966	3.525083464409298e-65	0.54613316	Zc3h7b	-0.21133453	0.080666180231614	0.07893752
1202	Fut11	0.10867308	0.6474865996509357	0.09518072	Fbxo6	1.0854293	2.884431584727015e-65	0.36979932	Gjb4	-0.13276517	0.08048272070056411	0.18294051
1203	Banf1	0.044790633	0.6486358099402099	0.4554217	Tex264	0.8427273	4.4625893739653585e-65	0.54754037	BC029722	-0.16886911	0.07954140364472785	0.119715676
1204	Hacd3	0.102711745	0.6506991269899933	0.097590365	Map2k6	1.7059169	1.5310898810485255e-65	0.16997063	Hspe1	-0.065672375	0.0787722429771671	0.6771418
1205	Abcf1	0.04763454	0.6528783782718085	0.3927711	Eif2s2	0.53632563	9.25463009856823e-65	0.93728584	Vkorc1	-0.14091805	0.07766526632722061	0.17171717
1206	Eef2k	0.12804791	0.6530229818111265	0.06626506	Mocs2	0.85966986	4.889239461611059e-65	0.52942973	Agap1	-0.22074685	0.0774897234810407	0.072577626
1207	Aco1	0.07793423	0.6530229818111265	0.16024096	Maged1	0.7640596	6.862528128106919e-65	0.6142315	Pcbp2	-0.063045375	0.07697548114640873	0.6984661
1208	Coa5	0.07971095	0.6547502667737509	0.15421687	Vamp3	0.90563506	6.1715283657384024e-65	0.49498287	Mafk	-0.117445	0.07530712385788926	0.24691358
1209	Rictor	0.111282595	0.6570421963884018	0.08313253	Xpa	1.241109	4.386665645096214e-65	0.28756732	Hdac5	-0.2238182	0.07418341791446913	0.0748223
1210	Ago2	0.05870908	0.6570962276603048	0.2746988	Cmpk1	0.6231295	1.1763091463803596e-64	0.8174254	Gm9008	-0.17708595	0.07411551205935207	0.114104
1211	Sbf2	0.12802474	0.6591215126984524	0.062650606	Luc7l3	0.7354817	8.677483623801895e-65	0.6566324	Necap1	-0.20469142	0.07384624543462043	0.08978675
1212	Cln3	0.08037575	0.6609149328170486	0.15301205	Ifi27	0.8827925	6.2349321891952e-65	0.48335782	Igf2bp3	-0.19093834	0.07330060821849373	0.09951366
1213	Stxbp3	0.074976556	0.6638385590085363	0.16024096	Grsf1	0.9379223	9.253116559028024e-65	0.4659814	Enpp5	-0.20865825	0.07306464249641573	0.084549196
1214	Mcur1	0.08292895	0.6641444236370341	0.13614458	Zbtb10	1.8290582	2.293854239598922e-65	0.13356583	Utp14b	-0.2071199	0.07189202870499115	0.07931163
